plot.id,year,dist,region
MB 5,2017,0.2,Eastern Hokkaido
MB 5,2018,0.333333333,Eastern Hokkaido
MC 1,2003,0,Eastern Hokkaido
MC 1,2004,0.076923077,Eastern Hokkaido
MC 1,2005,0.222222222,Eastern Hokkaido
MC 1,2006,0.125,Eastern Hokkaido
MC 1,2007,0.25,Eastern Hokkaido
MC 1,2008,0.076923077,Eastern Hokkaido
MC 1,2009,0.066666667,Eastern Hokkaido
MC 1,2010,0.142857143,Eastern Hokkaido
MC 1,2011,0.2,Eastern Hokkaido
MC 1,2012,0.2,Eastern Hokkaido
MC 1,2013,0.294117647,Eastern Hokkaido
MC 1,2014,0.142857143,Eastern Hokkaido
MC 1,2015,0.142857143,Eastern Hokkaido
MC 1,2016,0.294117647,Eastern Hokkaido
MC 1,2017,0.25,Eastern Hokkaido
MC 1,2018,0.2,Eastern Hokkaido
MC 3,2003,0,Eastern Hokkaido
MC 3,2004,0.2,Eastern Hokkaido
MC 3,2005,0.230769231,Eastern Hokkaido
MC 3,2006,0.130434783,Eastern Hokkaido
MC 3,2007,0.217391304,Eastern Hokkaido
MC 3,2008,0.130434783,Eastern Hokkaido
MC 3,2009,0.166666667,Eastern Hokkaido
MC 3,2010,0.2,Eastern Hokkaido
MC 3,2011,0.333333333,Eastern Hokkaido
MC 3,2012,0.28,Eastern Hokkaido
MC 3,2013,0.2,Eastern Hokkaido
MC 3,2014,0.130434783,Eastern Hokkaido
MC 3,2015,0.24137931,Eastern Hokkaido
MC 3,2016,0.285714286,Eastern Hokkaido
MC 3,2017,0.28,Eastern Hokkaido
MC 3,2018,0.304347826,Eastern Hokkaido
MC 4,2003,0,Eastern Hokkaido
MC 4,2004,0.172413793,Eastern Hokkaido
MC 4,2005,0.2,Eastern Hokkaido
MC 4,2006,0.1875,Eastern Hokkaido
MC 4,2007,0.214285714,Eastern Hokkaido
MC 4,2008,0.259259259,Eastern Hokkaido
MC 4,2009,0.266666667,Eastern Hokkaido
MC 4,2010,0.407407407,Eastern Hokkaido
MC 4,2011,0.333333333,Eastern Hokkaido
MC 4,2012,0.379310345,Eastern Hokkaido
MC 4,2013,0.4,Eastern Hokkaido
MC 4,2014,0.266666667,Eastern Hokkaido
MC 4,2015,0.290322581,Eastern Hokkaido
MC 4,2016,0.375,Eastern Hokkaido
MC 4,2017,0.35483871,Eastern Hokkaido
MC 4,2018,0.24137931,Eastern Hokkaido
MC 5,2003,0,Eastern Hokkaido
MC 5,2004,0.263157895,Eastern Hokkaido
MC 5,2005,0.5,Eastern Hokkaido
MC 5,2006,0.3,Eastern Hokkaido
MC 5,2007,0.368421053,Eastern Hokkaido
MC 5,2008,0.333333333,Eastern Hokkaido
MC 5,2009,0.3,Eastern Hokkaido
MC 5,2010,0.333333333,Eastern Hokkaido
MC 5,2011,0.333333333,Eastern Hokkaido
MC 5,2012,0.4,Eastern Hokkaido
MC 5,2013,0.25,Eastern Hokkaido
MC 5,2014,0.5,Eastern Hokkaido
MC 5,2015,0.304347826,Eastern Hokkaido
MC 5,2016,0.333333333,Eastern Hokkaido
MC 5,2017,0.368421053,Eastern Hokkaido
MC 5,2018,0.3,Eastern Hokkaido
MZ 1,2003,0,Eastern Hokkaido
MZ 1,2004,0.181818182,Eastern Hokkaido
MZ 1,2005,0.238095238,Eastern Hokkaido
MZ 1,2006,0.272727273,Eastern Hokkaido
MZ 1,2007,0.142857143,Eastern Hokkaido
MZ 1,2008,0.368421053,Eastern Hokkaido
MZ 1,2009,0.272727273,Eastern Hokkaido
MZ 1,2010,0.416666667,Eastern Hokkaido
MZ 1,2011,0.304347826,Eastern Hokkaido
MZ 1,2012,0.263157895,Eastern Hokkaido
MZ 1,2013,0.238095238,Eastern Hokkaido
MZ 1,2014,0.333333333,Eastern Hokkaido
MZ 1,2015,0.5,Eastern Hokkaido
MZ 1,2016,0.333333333,Eastern Hokkaido
MZ 1,2017,0.3,Eastern Hokkaido
MZ 1,2018,0.428571429,Eastern Hokkaido
MZ 2,2003,0,Eastern Hokkaido
MZ 2,2004,0.142857143,Eastern Hokkaido
MZ 2,2005,0.090909091,Eastern Hokkaido
MZ 2,2006,0.090909091,Eastern Hokkaido
MZ 2,2007,0.1,Eastern Hokkaido
MZ 2,2008,0.1,Eastern Hokkaido
MZ 2,2009,0.3,Eastern Hokkaido
MZ 2,2010,0.2,Eastern Hokkaido
MZ 2,2011,0.333333333,Eastern Hokkaido
MZ 2,2012,0.157894737,Eastern Hokkaido
MZ 2,2013,0.2,Eastern Hokkaido
MZ 2,2014,0.263157895,Eastern Hokkaido
MZ 2,2015,0.304347826,Eastern Hokkaido
MZ 2,2016,0.217391304,Eastern Hokkaido
MZ 2,2017,0.263157895,Eastern Hokkaido
MZ 2,2018,0.444444444,Eastern Hokkaido
MZ 3,2003,0,Eastern Hokkaido
MZ 3,2004,0.1,Eastern Hokkaido
MZ 3,2005,0.238095238,Eastern Hokkaido
MZ 3,2006,0.3,Eastern Hokkaido
MZ 3,2007,0.222222222,Eastern Hokkaido
MZ 3,2008,0.222222222,Eastern Hokkaido
MZ 3,2009,0.3,Eastern Hokkaido
MZ 3,2010,0.3,Eastern Hokkaido
MZ 3,2011,0.272727273,Eastern Hokkaido
MZ 3,2012,0.454545455,Eastern Hokkaido
MZ 3,2013,0.157894737,Eastern Hokkaido
MZ 3,2014,0.157894737,Eastern Hokkaido
MZ 3,2015,0.333333333,Eastern Hokkaido
MZ 3,2016,0.333333333,Eastern Hokkaido
MZ 3,2017,0.3,Eastern Hokkaido
MZ 3,2018,0.3,Eastern Hokkaido
MZ 4,2003,0,Eastern Hokkaido
MZ 4,2004,0.2,Eastern Hokkaido
MZ 4,2005,0.307692308,Eastern Hokkaido
MZ 4,2006,0.142857143,Eastern Hokkaido
MZ 4,2007,0.157894737,Eastern Hokkaido
MZ 4,2008,0.294117647,Eastern Hokkaido
MZ 4,2009,0.363636364,Eastern Hokkaido
MZ 4,2010,0.333333333,Eastern Hokkaido
MZ 4,2011,0.28,Eastern Hokkaido
MZ 4,2012,0.391304348,Eastern Hokkaido
MZ 4,2013,0.272727273,Eastern Hokkaido
MZ 4,2014,0.4,Eastern Hokkaido
MZ 4,2015,0.391304348,Eastern Hokkaido
MZ 4,2016,0.36,Eastern Hokkaido
MZ 4,2017,0.368421053,Eastern Hokkaido
MZ 4,2018,0.619047619,Eastern Hokkaido
NN 1,2003,0,Eastern Hokkaido
NN 1,2004,0.142857143,Eastern Hokkaido
NN 1,2005,0.222222222,Eastern Hokkaido
NN 1,2006,0.222222222,Eastern Hokkaido
NN 1,2007,0.125,Eastern Hokkaido
NN 1,2008,0.384615385,Eastern Hokkaido
NN 1,2009,0.333333333,Eastern Hokkaido
NN 1,2010,0.222222222,Eastern Hokkaido
NN 1,2011,0.2,Eastern Hokkaido
NN 1,2012,0.111111111,Eastern Hokkaido
NN 1,2013,0.411764706,Eastern Hokkaido
NN 1,2014,0.176470588,Eastern Hokkaido
NN 1,2015,0.4,Eastern Hokkaido
NN 1,2016,0.176470588,Eastern Hokkaido
NN 1,2017,0.294117647,Eastern Hokkaido
NN 1,2018,0.176470588,Eastern Hokkaido
NN 2,2003,0,Eastern Hokkaido
NN 2,2004,0,Eastern Hokkaido
NN 2,2005,0.066666667,Eastern Hokkaido
NN 2,2006,0.125,Eastern Hokkaido
NN 2,2007,0.222222222,Eastern Hokkaido
NN 2,2008,0.142857143,Eastern Hokkaido
NN 2,2009,0.222222222,Eastern Hokkaido
NN 2,2010,0.125,Eastern Hokkaido
NN 2,2011,0.3,Eastern Hokkaido
NN 2,2012,0.4,Eastern Hokkaido
NN 2,2013,0.222222222,Eastern Hokkaido
NN 2,2014,0.222222222,Eastern Hokkaido
NN 2,2015,0.125,Eastern Hokkaido
NN 2,2016,0.363636364,Eastern Hokkaido
NN 2,2017,0.176470588,Eastern Hokkaido
NN 2,2018,0.2,Eastern Hokkaido
NN 3,2003,0,Eastern Hokkaido
NN 3,2004,0.307692308,Eastern Hokkaido
NN 3,2005,0.2,Eastern Hokkaido
NN 3,2006,0.24137931,Eastern Hokkaido
NN 3,2007,0.290322581,Eastern Hokkaido
NN 3,2008,0.47826087,Eastern Hokkaido
NN 3,2009,0.24137931,Eastern Hokkaido
NN 3,2010,0.290322581,Eastern Hokkaido
NN 3,2011,0.290322581,Eastern Hokkaido
NN 3,2012,0.333333333,Eastern Hokkaido
NN 3,2013,0.407407407,Eastern Hokkaido
NN 3,2014,0.454545455,Eastern Hokkaido
NN 3,2015,0.230769231,Eastern Hokkaido
NN 3,2016,0.2,Eastern Hokkaido
NN 3,2017,0.391304348,Eastern Hokkaido
NN 3,2018,0.391304348,Eastern Hokkaido
NN 4,2003,0,Eastern Hokkaido
NN 4,2004,0.285714286,Eastern Hokkaido
NN 4,2005,0.294117647,Eastern Hokkaido
NN 4,2006,0.294117647,Eastern Hokkaido
NN 4,2007,0.411764706,Eastern Hokkaido
NN 4,2008,0.4,Eastern Hokkaido
NN 4,2009,0.333333333,Eastern Hokkaido
NN 4,2010,0.411764706,Eastern Hokkaido
NN 4,2011,0.375,Eastern Hokkaido
NN 4,2012,0.142857143,Eastern Hokkaido
NN 4,2013,0.692307692,Eastern Hokkaido
NN 4,2014,0.333333333,Eastern Hokkaido
NN 4,2015,0.25,Eastern Hokkaido
NN 4,2016,0.428571429,Eastern Hokkaido
NN 4,2017,0.5,Eastern Hokkaido
NN 4,2018,0.411764706,Eastern Hokkaido
NN 5,2003,0,Eastern Hokkaido
NN 5,2004,0.428571429,Eastern Hokkaido
NN 5,2005,0.444444444,Eastern Hokkaido
NN 5,2006,0.428571429,Eastern Hokkaido
NN 5,2007,0.529411765,Eastern Hokkaido
NN 5,2008,0.666666667,Eastern Hokkaido
NN 5,2009,0.6,Eastern Hokkaido
NN 5,2010,0.625,Eastern Hokkaido
NN 5,2011,0.625,Eastern Hokkaido
NN 5,2012,0.666666667,Eastern Hokkaido
NN 5,2013,0.647058824,Eastern Hokkaido
NN 5,2014,0.733333333,Eastern Hokkaido
NN 5,2015,0.6,Eastern Hokkaido
NN 5,2016,0.619047619,Eastern Hokkaido
NN 5,2017,0.411764706,Eastern Hokkaido
NN 5,2018,0.555555556,Eastern Hokkaido
ES 4,2003,0,Southern Hokkaido
ES 4,2004,0.163636364,Southern Hokkaido
ES 4,2005,0.215686275,Southern Hokkaido
ES 4,2006,0.178571429,Southern Hokkaido
ES 4,2007,0.217391304,Southern Hokkaido
ES 4,2008,0.208333333,Southern Hokkaido
ES 4,2009,0.377777778,Southern Hokkaido
ES 4,2010,0.25,Southern Hokkaido
ES 4,2011,0.28,Southern Hokkaido
ES 4,2012,0.320754717,Southern Hokkaido
ES 4,2013,0.304347826,Southern Hokkaido
ES 4,2014,0.265306122,Southern Hokkaido
ES 4,2015,0.276595745,Southern Hokkaido
ES 4,2016,0.254901961,Southern Hokkaido
ES 4,2017,0.319148936,Southern Hokkaido
ES 4,2018,0.230769231,Southern Hokkaido
ES 5,2003,0,Southern Hokkaido
ES 5,2004,0.266666667,Southern Hokkaido
ES 5,2005,0.166666667,Southern Hokkaido
ES 5,2006,0.166666667,Southern Hokkaido
ES 5,2007,0.333333333,Southern Hokkaido
ES 5,2008,0.361702128,Southern Hokkaido
ES 5,2009,0.391304348,Southern Hokkaido
ES 5,2010,0.423076923,Southern Hokkaido
ES 5,2011,0.186440678,Southern Hokkaido
ES 5,2012,0.321428571,Southern Hokkaido
ES 5,2013,0.333333333,Southern Hokkaido
ES 5,2014,0.283018868,Southern Hokkaido
ES 5,2015,0.379310345,Southern Hokkaido
ES 5,2016,0.366666667,Southern Hokkaido
ES 5,2017,0.238095238,Southern Hokkaido
ES 5,2018,0.381818182,Southern Hokkaido
HR 1,2003,0,Southern Hokkaido
HR 1,2004,0.238095238,Southern Hokkaido
HR 1,2005,0.384615385,Southern Hokkaido
HR 1,2006,0.351351351,Southern Hokkaido
HR 1,2007,0.333333333,Southern Hokkaido
HR 1,2008,0.517241379,Southern Hokkaido
HR 1,2009,0.365853659,Southern Hokkaido
HR 1,2010,0.428571429,Southern Hokkaido
HR 1,2011,0.333333333,Southern Hokkaido
HR 1,2012,0.365853659,Southern Hokkaido
HR 1,2013,0.409090909,Southern Hokkaido
HR 1,2014,0.282051282,Southern Hokkaido
HR 1,2015,0.463414634,Southern Hokkaido
HR 1,2016,0.333333333,Southern Hokkaido
HR 1,2017,0.459459459,Southern Hokkaido
HR 1,2018,0.405405405,Southern Hokkaido
HR 2,2003,0,Southern Hokkaido
HR 2,2004,0.181818182,Southern Hokkaido
HR 2,2005,0.277777778,Southern Hokkaido
HR 2,2006,0.25,Southern Hokkaido
HR 2,2007,0.314285714,Southern Hokkaido
HR 2,2008,0.282051282,Southern Hokkaido
HR 2,2009,0.371428571,Southern Hokkaido
HR 2,2010,0.243243243,Southern Hokkaido
HR 2,2011,0.230769231,Southern Hokkaido
HR 2,2012,0.294117647,Southern Hokkaido
HR 2,2013,0.263157895,Southern Hokkaido
HR 2,2014,0.297297297,Southern Hokkaido
HR 2,2015,0.3,Southern Hokkaido
HR 2,2016,0.315789474,Southern Hokkaido
HR 2,2017,0.314285714,Southern Hokkaido
HR 2,2018,0.277777778,Southern Hokkaido
HR 3,2003,0,Southern Hokkaido
HR 3,2004,0.210526316,Southern Hokkaido
HR 3,2005,0.277777778,Southern Hokkaido
HR 3,2006,0.210526316,Southern Hokkaido
HR 3,2007,0.257142857,Southern Hokkaido
HR 3,2008,0.176470588,Southern Hokkaido
HR 3,2009,0.277777778,Southern Hokkaido
HR 3,2010,0.263157895,Southern Hokkaido
HR 3,2011,0.297297297,Southern Hokkaido
HR 3,2012,0.294117647,Southern Hokkaido
HR 3,2013,0.219512195,Southern Hokkaido
HR 3,2014,0.315789474,Southern Hokkaido
HR 3,2015,0.282051282,Southern Hokkaido
HR 3,2016,0.317073171,Southern Hokkaido
HR 3,2017,0.294117647,Southern Hokkaido
HR 3,2018,0.263157895,Southern Hokkaido
HR 4,2003,0,Southern Hokkaido
HR 4,2004,0.454545455,Southern Hokkaido
HR 4,2005,0.272727273,Southern Hokkaido
HR 4,2006,0.36,Southern Hokkaido
HR 4,2007,0.391304348,Southern Hokkaido
HR 4,2008,0.4,Southern Hokkaido
HR 4,2009,0.473684211,Southern Hokkaido
HR 4,2010,0.416666667,Southern Hokkaido
HR 4,2011,0.578947368,Southern Hokkaido
HR 4,2012,0.363636364,Southern Hokkaido
HR 4,2013,0.75,Southern Hokkaido
HR 4,2014,0.454545455,Southern Hokkaido
HR 4,2015,0.473684211,Southern Hokkaido
HR 4,2016,0.44,Southern Hokkaido
HR 4,2017,0.555555556,Southern Hokkaido
HR 4,2018,0.428571429,Southern Hokkaido
HR 5,2003,0,Southern Hokkaido
HR 5,2004,0.225806452,Southern Hokkaido
HR 5,2005,0.266666667,Southern Hokkaido
HR 5,2006,0.310344828,Southern Hokkaido
HR 5,2007,0.2,Southern Hokkaido
HR 5,2008,0.307692308,Southern Hokkaido
HR 5,2009,0.28,Southern Hokkaido
HR 5,2010,0.3125,Southern Hokkaido
HR 5,2011,0.25,Southern Hokkaido
HR 5,2012,0.2,Southern Hokkaido
HR 5,2013,0.290322581,Southern Hokkaido
HR 5,2014,0.24137931,Southern Hokkaido
HR 5,2015,0.310344828,Southern Hokkaido
HR 5,2016,0.333333333,Southern Hokkaido
HR 5,2017,0.24137931,Southern Hokkaido
HR 5,2018,0.411764706,Southern Hokkaido
IW 1,2003,0,Southern Hokkaido
IW 1,2004,0.176470588,Southern Hokkaido
IW 1,2005,0.192307692,Southern Hokkaido
IW 1,2006,0.24137931,Southern Hokkaido
IW 1,2007,0.395348837,Southern Hokkaido
IW 1,2008,0.333333333,Southern Hokkaido
IW 1,2009,0.32,Southern Hokkaido
IW 1,2010,0.333333333,Southern Hokkaido
IW 1,2011,0.260869565,Southern Hokkaido
IW 1,2012,0.269230769,Southern Hokkaido
IW 1,2013,0.265306122,Southern Hokkaido
IW 1,2014,0.215686275,Southern Hokkaido
IW 1,2015,0.409090909,Southern Hokkaido
IW 1,2016,0.28,Southern Hokkaido
IW 1,2017,0.291666667,Southern Hokkaido
IW 1,2018,0.307692308,Southern Hokkaido
IW 2,2003,0,Southern Hokkaido
IW 2,2004,0.208333333,Southern Hokkaido
IW 2,2005,0.294117647,Southern Hokkaido
IW 2,2006,0.269230769,Southern Hokkaido
IW 2,2007,0.32,Southern Hokkaido
IW 2,2008,0.348837209,Southern Hokkaido
IW 2,2009,0.307692308,Southern Hokkaido
IW 2,2010,0.47826087,Southern Hokkaido
IW 2,2011,0.319148936,Southern Hokkaido
IW 2,2012,0.380952381,Southern Hokkaido
IW 2,2013,0.405405405,Southern Hokkaido
IW 2,2014,0.365853659,Southern Hokkaido
IW 2,2015,0.459459459,Southern Hokkaido
IW 2,2016,0.36,Southern Hokkaido
IW 2,2017,0.304347826,Southern Hokkaido
IW 2,2018,0.45,Southern Hokkaido
IW 3,2003,0,Southern Hokkaido
IW 3,2004,0.161290323,Southern Hokkaido
IW 3,2005,0.333333333,Southern Hokkaido
IW 3,2006,0.272727273,Southern Hokkaido
IW 3,2007,0.352941176,Southern Hokkaido
IW 3,2008,0.393939394,Southern Hokkaido
IW 3,2009,0.24137931,Southern Hokkaido
IW 3,2010,0.375,Southern Hokkaido
IW 3,2011,0.25,Southern Hokkaido
IW 3,2012,0.3125,Southern Hokkaido
IW 3,2013,0.314285714,Southern Hokkaido
IW 3,2014,0.444444444,Southern Hokkaido
IW 3,2015,0.483870968,Southern Hokkaido
IW 3,2016,0.4375,Southern Hokkaido
IW 3,2017,0.333333333,Southern Hokkaido
IW 3,2018,0.421052632,Southern Hokkaido
IW 4,2003,0,Southern Hokkaido
IW 4,2004,0.155555556,Southern Hokkaido
IW 4,2005,0.227272727,Southern Hokkaido
IW 4,2006,0.272727273,Southern Hokkaido
IW 4,2007,0.259259259,Southern Hokkaido
IW 4,2008,0.272727273,Southern Hokkaido
IW 4,2009,0.234042553,Southern Hokkaido
IW 4,2010,0.346938776,Southern Hokkaido
IW 4,2011,0.2,Southern Hokkaido
IW 4,2012,0.302325581,Southern Hokkaido
IW 4,2013,0.348837209,Southern Hokkaido
IW 4,2014,0.346938776,Southern Hokkaido
IW 4,2015,0.304347826,Southern Hokkaido
IW 4,2016,0.254901961,Southern Hokkaido
IW 4,2017,0.333333333,Southern Hokkaido
IW 4,2018,0.333333333,Southern Hokkaido
SS 4,2003,0,Southern Hokkaido
SS 4,2004,0.2,Southern Hokkaido
SS 4,2005,0.4,Southern Hokkaido
SS 4,2006,0.259259259,Southern Hokkaido
SS 4,2007,0.2,Southern Hokkaido
SS 4,2008,0.238095238,Southern Hokkaido
SS 4,2009,0.333333333,Southern Hokkaido
SS 4,2010,0.2,Southern Hokkaido
SS 4,2011,0.307692308,Southern Hokkaido
SS 4,2012,0.384615385,Southern Hokkaido
SS 4,2013,0.357142857,Southern Hokkaido
SS 4,2014,0.259259259,Southern Hokkaido
SS 4,2015,0.304347826,Southern Hokkaido
SS 4,2016,0.285714286,Southern Hokkaido
SS 4,2017,0.304347826,Southern Hokkaido
SS 4,2018,0.333333333,Southern Hokkaido
SS 5,2003,0,Southern Hokkaido
SS 5,2004,0.142857143,Southern Hokkaido
SS 5,2005,0.25,Southern Hokkaido
SS 5,2006,0.4,Southern Hokkaido
SS 5,2007,0.142857143,Southern Hokkaido
SS 5,2008,0.6,Southern Hokkaido
SS 5,2009,0.25,Southern Hokkaido
SS 5,2010,0.272727273,Southern Hokkaido
SS 5,2011,0.4,Southern Hokkaido
SS 5,2012,0.4,Southern Hokkaido
SS 5,2013,0.333333333,Southern Hokkaido
SS 5,2014,0.4,Southern Hokkaido
SS 5,2015,0.333333333,Southern Hokkaido
SS 5,2016,0.4,Southern Hokkaido
SS 5,2017,0.428571429,Southern Hokkaido
SS 5,2018,0.142857143,Southern Hokkaido
US 1,2003,0,Southern Hokkaido
US 1,2004,0.230769231,Southern Hokkaido
US 1,2005,0.166666667,Southern Hokkaido
US 1,2006,0.090909091,Southern Hokkaido
US 1,2007,0.2,Southern Hokkaido
US 1,2008,0.2,Southern Hokkaido
US 1,2009,0.111111111,Southern Hokkaido
US 1,2010,0.166666667,Southern Hokkaido
US 1,2011,0.111111111,Southern Hokkaido
US 1,2012,0.2,Southern Hokkaido
US 1,2013,0.285714286,Southern Hokkaido
US 1,2014,0.230769231,Southern Hokkaido
US 1,2015,0.230769231,Southern Hokkaido
US 1,2016,0.428571429,Southern Hokkaido
US 1,2017,0,Southern Hokkaido
US 1,2018,0.333333333,Southern Hokkaido
US 2,2003,0,Southern Hokkaido
US 2,2004,0.2,Southern Hokkaido
US 2,2005,0.384615385,Southern Hokkaido
US 2,2006,0.4,Southern Hokkaido
US 2,2007,0.333333333,Southern Hokkaido
US 2,2008,0.310344828,Southern Hokkaido
US 2,2009,0.391304348,Southern Hokkaido
US 2,2010,0.310344828,Southern Hokkaido
US 2,2011,0.379310345,Southern Hokkaido
US 2,2012,0.310344828,Southern Hokkaido
US 2,2013,0.1875,Southern Hokkaido
US 2,2014,0.307692308,Southern Hokkaido
US 2,2015,0.266666667,Southern Hokkaido
US 2,2016,0.266666667,Southern Hokkaido
US 2,2017,0.28,Southern Hokkaido
US 2,2018,0.384615385,Southern Hokkaido
US 3,2003,0,Southern Hokkaido
US 3,2004,0.1875,Southern Hokkaido
US 3,2005,0.212121212,Southern Hokkaido
US 3,2006,0.225806452,Southern Hokkaido
US 3,2007,0.333333333,Southern Hokkaido
US 3,2008,0.24137931,Southern Hokkaido
US 3,2009,0.357142857,Southern Hokkaido
